CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;NU_ANO;TX_ENUNCIADO
100;CN;111665;C;20;0;;3.83841;1.04691;0.14482;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
100;CN;111665;C;20;0;;3.83841;1.04691;0.14482;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
100;CN;111665;C;20;0;;3.83841;1.04691;0.14482;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
108;CN;117823;D;6;0;;3.78075;1.77929;0.05731;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
108;CN;117823;D;6;0;;3.78075;1.77929;0.05731;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
108;CN;117823;D;6;0;;3.78075;1.77929;0.05731;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
123;CN;54804;E;24;0;;3.7763;1.61245;0.10238;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
123;CN;54804;E;24;0;;3.7763;1.61245;0.10238;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
123;CN;54804;E;24;0;;3.7763;1.61245;0.10238;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
63;CH;140528;A;18;0;;3.7616;0.50306;0.17834;AZUL;1231;;0;2023;Texto extraído diretamente do caderno oficial.
63;CH;140528;A;18;0;;3.7616;0.50306;0.17834;AZUL;1271;;0;2023;Texto extraído diretamente do caderno oficial.
63;CH;140528;A;18;0;;3.7616;0.50306;0.17834;AZUL;1231;;0;2023;Texto extraído diretamente do caderno oficial.
63;CH;140528;A;18;0;;3.7616;0.50306;0.17834;AZUL;1271;;0;2023;Texto extraído diretamente do caderno oficial.
63;CH;140528;A;18;0;;3.7616;0.50306;0.17834;AZUL;1231;;0;2023;Texto extraído diretamente do caderno oficial.
63;CH;140528;A;18;0;;3.7616;0.50306;0.17834;AZUL;1271;;0;2023;Texto extraído diretamente do caderno oficial.
127;CN;85789;C;7;0;;3.69143;1.47336;0.20493;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
127;CN;85789;C;7;0;;3.69143;1.47336;0.20493;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
127;CN;85789;C;7;0;;3.69143;1.47336;0.20493;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
127;CN;85789;C;7;0;;3.69143;1.47336;0.20493;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
127;CN;85789;C;7;0;;3.69143;1.47336;0.20493;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
127;CN;85789;C;7;0;;3.69143;1.47336;0.20493;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
97;CN;84041;A;3;0;;3.68114;1.27129;0.1;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
97;CN;84041;A;3;0;;3.68114;1.27129;0.1;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
97;CN;84041;A;3;0;;3.68114;1.27129;0.1;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
106;CN;81798;A;7;0;;3.68007;1.99027;0.07257;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
106;CN;81798;A;7;0;;3.68007;1.99027;0.07257;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
106;CN;81798;A;7;0;;3.68007;1.99027;0.07257;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
109;CN;117929;E;19;0;;3.66348;0.70045;0.30851;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
109;CN;117929;E;19;0;;3.66348;0.70045;0.30851;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
109;CN;117929;E;19;0;;3.66348;0.70045;0.30851;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
109;CN;117929;E;19;0;;3.66348;0.70045;0.30851;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
109;CN;117929;E;19;0;;3.66348;0.70045;0.30851;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
109;CN;117929;E;19;0;;3.66348;0.70045;0.30851;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
108;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
108;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
108;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
108;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
108;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
108;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
133;CN;43890;E;27;0;;3.63689;1.43988;0.1836;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
133;CN;43890;E;27;0;;3.63689;1.43988;0.1836;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
133;CN;43890;E;27;0;;3.63689;1.43988;0.1836;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
44;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;AZUL;1241;;0;2023;Texto extraído diretamente do caderno oficial.
44;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;AZUL;1281;;0;2023;Texto extraído diretamente do caderno oficial.
44;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;AZUL;1281;;0;2023;Texto extraído diretamente do caderno oficial.
44;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;AZUL;1241;;0;2023;Texto extraído diretamente do caderno oficial.
44;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;AZUL;1281;;0;2023;Texto extraído diretamente do caderno oficial.
44;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;AZUL;1241;;0;2023;Texto extraído diretamente do caderno oficial.
166;MT;89543;B;25;0;;3.60975;1.52395;0.3178;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
166;MT;89543;B;25;0;;3.60975;1.52395;0.3178;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
166;MT;89543;B;25;0;;3.60975;1.52395;0.3178;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
121;CN;117814;D;17;0;;3.60586;0.48338;0.14782;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
121;CN;117814;D;17;0;;3.60586;0.48338;0.14782;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
121;CN;117814;D;17;0;;3.60586;0.48338;0.14782;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
53;CH;141375;A;30;0;;3.59519;-0.11366;0.18978;AZUL;1231;;0;2023;Texto extraído diretamente do caderno oficial.
53;CH;141375;A;30;0;;3.59519;-0.11366;0.18978;AZUL;1231;;0;2023;Texto extraído diretamente do caderno oficial.
53;CH;141375;A;30;0;;3.59519;-0.11366;0.18978;AZUL;1231;;0;2023;Texto extraído diretamente do caderno oficial.
53;CH;141375;A;30;0;;3.59519;-0.11366;0.18978;AZUL;1271;;0;2023;Texto extraído diretamente do caderno oficial.
53;CH;141375;A;30;0;;3.59519;-0.11366;0.18978;AZUL;1271;;0;2023;Texto extraído diretamente do caderno oficial.
53;CH;141375;A;30;0;;3.59519;-0.11366;0.18978;AZUL;1271;;0;2023;Texto extraído diretamente do caderno oficial.
152;MT;86783;B;22;0;;3.58609;3.00088;0.19242;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
152;MT;86783;B;22;0;;3.58609;3.00088;0.19242;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
152;MT;86783;B;22;0;;3.58609;3.00088;0.19242;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
155;MT;13725;D;12;0;;3.5851;1.4869;0.21903;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
155;MT;13725;D;12;0;;3.5851;1.4869;0.21903;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
155;MT;13725;D;12;0;;3.5851;1.4869;0.21903;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
95;CN;60991;D;25;0;;3.56699;1.70996;0.19228;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
95;CN;60991;D;25;0;;3.56699;1.70996;0.19228;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
95;CN;60991;D;25;0;;3.56699;1.70996;0.19228;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
95;CN;60991;D;25;0;;3.56699;1.70996;0.19228;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
95;CN;60991;D;25;0;;3.56699;1.70996;0.19228;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
95;CN;60991;D;25;0;;3.56699;1.70996;0.19228;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
116;CN;96550;C;13;0;;3.56451;1.17043;0.07963;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
116;CN;96550;C;13;0;;3.56451;1.17043;0.07963;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
116;CN;96550;C;13;0;;3.56451;1.17043;0.07963;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
102;CN;81637;D;21;0;;3.54994;1.89617;0.19877;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
102;CN;81637;D;21;0;;3.54994;1.89617;0.19877;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
102;CN;81637;D;21;0;;3.54994;1.89617;0.19877;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
102;CN;81637;D;21;0;;3.54994;1.89617;0.19877;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
102;CN;81637;D;21;0;;3.54994;1.89617;0.19877;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
102;CN;81637;D;21;0;;3.54994;1.89617;0.19877;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
97;CN;78962;C;26;0;;3.54791;0.5346;0.18023;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
97;CN;78962;C;26;0;;3.54791;0.5346;0.18023;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
97;CN;78962;C;26;0;;3.54791;0.5346;0.18023;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
97;CN;78962;C;26;0;;3.54791;0.5346;0.18023;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
97;CN;78962;C;26;0;;3.54791;0.5346;0.18023;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
97;CN;78962;C;26;0;;3.54791;0.5346;0.18023;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
26;LC;140959;C;17;0;;3.54204;2.45238;0.11597;AZUL;1201;;0;2023;Texto extraído diretamente do caderno oficial.
26;LC;140959;C;17;0;;3.54204;2.45238;0.11597;AZUL;1201;;0;2023;Texto extraído diretamente do caderno oficial.
26;LC;140959;C;17;0;;3.54204;2.45238;0.11597;AZUL;1201;;0;2023;Texto extraído diretamente do caderno oficial.
153;MT;17549;E;8;0;;3.53861;1.72953;0.05329;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
153;MT;17549;E;8;0;;3.53861;1.72953;0.05329;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
153;MT;17549;E;8;0;;3.53861;1.72953;0.05329;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
156;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AZUL;1291;;0;2023;Texto extraído diretamente do caderno oficial.
156;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AZUL;1251;;0;2023;Texto extraído diretamente do caderno oficial.
156;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AZUL;1291;;0;2023;Texto extraído diretamente do caderno oficial.
156;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AZUL;1251;;0;2023;Texto extraído diretamente do caderno oficial.
156;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AZUL;1251;;0;2023;Texto extraído diretamente do caderno oficial.
156;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AZUL;1291;;0;2023;Texto extraído diretamente do caderno oficial.
118;CN;60689;C;18;0;;3.51837;1.46881;0.26943;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
118;CN;60689;C;18;0;;3.51837;1.46881;0.26943;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
118;CN;60689;C;18;0;;3.51837;1.46881;0.26943;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
118;CN;84020;C;16;0;;3.46803;1.44675;0.27231;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
118;CN;84020;C;16;0;;3.46803;1.44675;0.27231;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
118;CN;84020;C;16;0;;3.46803;1.44675;0.27231;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
149;MT;125884;E;11;0;;3.44278;1.55674;0.09149;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
149;MT;125884;E;11;0;;3.44278;1.55674;0.09149;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
149;MT;125884;E;11;0;;3.44278;1.55674;0.09149;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
101;CN;76380;D;21;0;;3.41659;1.65717;0.19066;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
101;CN;76380;D;21;0;;3.41659;1.65717;0.19066;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
101;CN;76380;D;21;0;;3.41659;1.65717;0.19066;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
101;CN;76380;D;21;0;;3.41659;1.65717;0.19066;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
101;CN;76380;D;21;0;;3.41659;1.65717;0.19066;AZUL;1301;;0;2023;Texto extraído diretamente do caderno oficial.
101;CN;76380;D;21;0;;3.41659;1.65717;0.19066;AZUL;1261;;0;2023;Texto extraído diretamente do caderno oficial.
129;CN;60332;E;10;0;;3.39558;1.60649;0.08851;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
129;CN;60332;E;10;0;;3.39558;1.60649;0.08851;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
129;CN;60332;E;10;0;;3.39558;1.60649;0.08851;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
112;CN;111466;A;1;0;;3.38485;2.02004;0.18168;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
112;CN;111466;A;1;0;;3.38485;2.02004;0.18168;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
112;CN;111466;A;1;0;;3.38485;2.02004;0.18168;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
102;CN;48641;C;24;0;;3.37503;1.55583;0.25041;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
102;CN;48641;C;24;0;;3.37503;1.55583;0.25041;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
102;CN;48641;C;24;0;;3.37503;1.55583;0.25041;AZUL;1221;;0;2023;Texto extraído diretamente do caderno oficial.
88;CH;141044;C;2;0;;3.33701;0.2793;0.20318;AZUL;1231;;0;2023;Texto extraído diretamente do caderno oficial.
88;CH;141044;C;2;0;;3.33701;0.2793;0.20318;AZUL;1271;;0;2023;Texto extraído diretamente do caderno oficial.
88;CH;141044;C;2;0;;3.33701;0.2793;0.20318;AZUL;1271;;0;2023;Texto extraído diretamente do caderno oficial.
88;CH;141044;C;2;0;;3.33701;0.2793;0.20318;AZUL;1231;;0;2023;Texto extraído diretamente do caderno oficial.
88;CH;141044;C;2;0;;3.33701;0.2793;0.20318;AZUL;1271;;0;2023;Texto extraído diretamente do caderno oficial.
88;CH;141044;C;2;0;;3.33701;0.2793;0.20318;AZUL;1231;;0;2023;Texto extraído diretamente do caderno oficial.
137;MT;31650;C;27;0;;3.33563;1.08025;0.20912;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
137;MT;31650;C;27;0;;3.33563;1.08025;0.20912;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
137;MT;31650;C;27;0;;3.33563;1.08025;0.20912;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
30;LC;140885;A;15;0;;3.32492;0.4163;0.18782;AZUL;1201;;0;2023;"*010175AZ32*
01
1 Dia 1 Dia
1°Capa 4°Capa
Transcreva a sua Redação para a Folha de Redação.
Azul 1 1 Azul
Amarelo 2 2 Amarelo
Branco 3 1 3 Branco
Rosa 4 2 4 Rosa
3
Ledor 9 9 Ledor
Libras 10 4 10 Libras
5
6
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
32 –1º DIA • CADERNO 1 • AZUL–
01
BBiigguurrrriillhhooss..iinndddd 11 1144//0066//22002222 1177::1122::0066"
30;LC;140885;A;15;0;;3.32492;0.4163;0.18782;AZUL;1201;;0;2023;"*010175AZ32*
01
1 Dia 1 Dia
1°Capa 4°Capa
Transcreva a sua Redação para a Folha de Redação.
Azul 1 1 Azul
Amarelo 2 2 Amarelo
Branco 3 1 3 Branco
Rosa 4 2 4 Rosa
3
Ledor 9 9 Ledor
Libras 10 4 10 Libras
5
6
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
32 –1º DIA • CADERNO 1 • AZUL–
01
BBiigguurrrriillhhooss..iinndddd 11 1144//0066//22002222 1177::1122::0066"
30;LC;140885;A;15;0;;3.32492;0.4163;0.18782;AZUL;1201;;0;2023;"*010175AZ32*
01
1 Dia 1 Dia
1°Capa 4°Capa
Transcreva a sua Redação para a Folha de Redação.
Azul 1 1 Azul
Amarelo 2 2 Amarelo
Branco 3 1 3 Branco
Rosa 4 2 4 Rosa
3
Ledor 9 9 Ledor
Libras 10 4 10 Libras
5
6
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
32 –1º DIA • CADERNO 1 • AZUL–
01
BBiigguurrrriillhhooss..iinndddd 11 1144//0066//22002222 1177::1122::0066"
33;LC;141475;A;22;0;;3.31899;0.8809;0.16091;AZUL;1241;;0;2023;Texto extraído diretamente do caderno oficial.
33;LC;141475;A;22;0;;3.31899;0.8809;0.16091;AZUL;1281;;0;2023;Texto extraído diretamente do caderno oficial.
33;LC;141475;A;22;0;;3.31899;0.8809;0.16091;AZUL;1241;;0;2023;Texto extraído diretamente do caderno oficial.
33;LC;141475;A;22;0;;3.31899;0.8809;0.16091;AZUL;1281;;0;2023;Texto extraído diretamente do caderno oficial.
33;LC;141475;A;22;0;;3.31899;0.8809;0.16091;AZUL;1281;;0;2023;Texto extraído diretamente do caderno oficial.
33;LC;141475;A;22;0;;3.31899;0.8809;0.16091;AZUL;1241;;0;2023;Texto extraído diretamente do caderno oficial.
142;MT;117634;A;14;0;;3.29744;2.42208;0.14073;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
142;MT;117634;A;14;0;;3.29744;2.42208;0.14073;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
142;MT;117634;A;14;0;;3.29744;2.42208;0.14073;AZUL;1211;;0;2023;Texto extraído diretamente do caderno oficial.
179;MT;27923;A;19;0;;3.29564;2.98287;0.14454;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
179;MT;27923;A;19;0;;3.29564;2.98287;0.14454;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
179;MT;27923;A;19;0;;3.29564;2.98287;0.14454;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
107;CN;86727;A;3;0;;3.26263;1.04212;0.20017;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
107;CN;86727;A;3;0;;3.26263;1.04212;0.20017;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
107;CN;86727;A;3;0;;3.26263;1.04212;0.20017;AZUL;1333;;0;2023;Texto extraído diretamente do caderno oficial.
148;MT;117865;B;15;0;;3.26013;1.57311;0.15019;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
148;MT;117865;B;15;0;;3.26013;1.57311;0.15019;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
148;MT;117865;B;15;0;;3.26013;1.57311;0.15019;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
172;MT;117888;D;9;0;;3.25419;2.00748;0.23654;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
172;MT;117888;D;9;0;;3.25419;2.00748;0.23654;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
172;MT;117888;D;9;0;;3.25419;2.00748;0.23654;AZUL;1323;;0;2023;Texto extraído diretamente do caderno oficial.
17;LC;120115;D;27;0;;3.23823;0.59679;0.20038;AZUL;1201;;0;2023;"*010175AZ32*
01
1 Dia 1 Dia
1°Capa 4°Capa
Transcreva a sua Redação para a Folha de Redação.
Azul 1 1 Azul
Amarelo 2 2 Amarelo
Branco 3 1 3 Branco
Rosa 4 2 4 Rosa
3
Ledor 9 9 Ledor
Libras 10 4 10 Libras
5
6
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
32 –1º DIA • CADERNO 1 • AZUL–
01
BBiigguurrrriillhhooss..iinndddd 11 1144//0066//22002222 1177::1122::0066"
