CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;NU_ANO;SCORE_ESCUDO;TX_ENUNCIADO
75;CH;89670;C;11;0;;3.79063;0.48844;0.18077;AZUL;1520;;0;2025;5.21209;"75AZ20*
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
PROPOSTA DE REDAÇãO
A partir da leitura dos textos motivadores e com base nos conhecimentos construídos ao longo de sua formação, redija um
texto dissertativo-argumentativo em modalidade escrita formal da língua portuguesa sobre o tema “Perspectivas acerca do
envelhecimento na sociedade brasileira”, apresentando proposta de intervenção que respeite os direitos humanos. Selecione,
organize e relacione, de forma coerente e coesa, argumentos e fatos para a defesa de seu ponto de vista.
TEXTO I TEXTO IV
Em 2022, o total de pessoas com 65 anos de idade ou Um novo estereótipo: o “velho ativo”, saudável e com
mais no país chegou a 10,9% da população, com alta de 57,4%
recursos pressiona o “velho inativo”, doente e pobre. Nem todos
frente a 2010, quando esse contingente era 7,4% da população.
os idosos têm recursos à disposição para aderir a essa corrida.
É o que revelam os resultados do universo da população do
Brasil desagregada por idade e sexo do Censo Demográfico Idosos são os principais mantenedores dos lares
2022. “O Estatuto do Idoso define como idoso a pessoa de
60 anos ou mais. O corte de 65 anos ou mais foi uti"
45;LC;150590;B;20;0;;3.65075;0.35563;0.20786;AZUL;1529;;0;2025;5.19531;Enunciado da Questão 45 (Consulte o Caderno Azul Oficial)
140;MT;84973;A;1;0;;1.49527;-1.06503;0.20081;AZUL;1559;;0;2025;5.18158;Enunciado da Questão 140 (Consulte o Caderno Azul Oficial)
60;CH;140520;D;13;0;;3.17328;0.05966;0.20042;AZUL;1539;;0;2025;5.1654800000000005;Enunciado da Questão 60 (Consulte o Caderno Azul Oficial)
15;LC;158737;B;10;0;;2.43058;-0.42803;0.20568;AZUL;1549;;0;2025;5.11685;"15 Nesse soneto, os traços da estética simbolista são resgatados
pelo eu lírico ao
O retrato como gênero da pintura ocidental ficou vinculado
às elites, tornando invisíveis as populações que não faziam parte A rejeitar as emoções de “amor” e “mágoa”.
do círculo dominante. Num país de tradição escravocrata e B expressar a dubiedade do olhar sobre o outro.
colonizado por europeus como o Brasil, pouquíssimas pessoas C representar o “eu” e o “tu” como sujeitos volúveis.
negras e indígenas foram retratadas em pintura, e menos ainda D associar a sua inconsciência a elementos da natureza.
identificadas com seus nomes nos retratos. Daí a importância,
E metaforizar o conflito amoroso nas imagens de “mar” e “rocha”.
para a história da arte e para a história brasileira, dos retratos
de Dalton Paula. QUESTãO 17
Antes do inverno chegar.
Ela tinha olhinhos brilhantes. Os mesmos de antes. Antes
da fome. Antes das 17 mudanças de cidade. Dos sete filhos e
dos muitos anos de trabalho dentro e fora de casa.
Ela fazia ambrosia, bolo de fubá e pedacinhos de queijo.
Antes do inverno, ela plantava flores novas e diferentes para
nos esperar nas próximas férias de verão.
Ela tinha o jeito de menina. Menina sapeca, correndo na
grama seca do cerrado. O mesmo jeito de antes. Antes do
marido (e mesmo com o marido). Antes do cansaço dos anos.
Antes da dureza do trato com a terra.
Ela tinha histórias. Compridas, curtas, divertidas e
verdadeiras. Mas isso foi antes. Antes das lembranças se
bagunçarem feito "
38;LC;150664;C;24;0;;3.99038;0.67847;0.18382;AZUL;1549;;0;2025;5.026249999999999;Enunciado da Questão 38 (Consulte o Caderno Azul Oficial)
23;LC;150623;E;19;0;;3.44598;0.4296;0.12383;AZUL;1549;;0;2025;4.98401;"23
24
25
26
27
28
29
30
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇÃO | 1º DIA | CADERNO 1 | AZUL 21
001100117755AAZZ..iinnddbb 2211 2233//0077//22002255 1122::3322::2255"
28;LC;150671;E;30;0;;3.52562;0.36201;0.19772;AZUL;1529;;0;2025;4.97661;"28
29
30
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇÃO | 1º DIA | CADERNO 1 | AZUL 21
001100117755AAZZ..iinnddbb 2211 2233//0077//22002255 1122::3322::2255"
36;LC;150461;B;30;0;;3.26405;0.26494;0.18701;AZUL;1549;;0;2025;4.79823;Enunciado da Questão 36 (Consulte o Caderno Azul Oficial)
96;CN;87024;D;30;0;;0.8074;-1.34661;0.19312;AZUL;1511;;0;2025;4.68903;Enunciado da Questão 96 (Consulte o Caderno Azul Oficial)
2;LC;153860;C;6;0;;2.56146;-0.14622;0.20191;AZUL;1549;1.0;0;2025;4.552029999999999;"2 Amarelo 2 2 Amarelo 2
3 Branco 3 3 Branco 3
4 Verde 4 4 Verde 4
9 Ledor 9 9 Ledor 9
9 Atendimento Especializado 9 9 Atendimento Especializado 9
10 Libras 10 10 Libras 10
2º Dia 2º Dia
1º Capa 4º Capa
12 Libras 12 12 Libras 12
11 Ledor 11 11 Ledor 11
11 Atendimento Especializado 11 11 Atendimento Especializado 11
8 Verde 8 8 Verde 8
7 Azul 7 7 Azul 7
6 Cinza 6 6 Cinza 6
5 Amarelo 5 5 Amarelo 5
*010175AZ1*
0 1
CADERNO 1 | AZUL 1º DIA
����� �������� �� ������ �����
PROVA DE LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇãO
PROVA DE CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS
CADERNO
1
AZUL
ATENÇãO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA,
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:
Nada na vida deve ser temido, somente compreendido
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1. Este CADERNO DE QUESTÕES contém 90 questões numeradas de 01 a 90 e a Proposta de Redação,
dispostas da seguinte maneira:
a)questões de número 01 a 45, relativas à área de Linguagens, Códigos e su"
27;LC;118196;A;9;0;;2.40377;-0.0414;0.08365;AZUL;1459;;0;2025;4.513490000000001;"27
28
29
30
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇÃO | 1º DIA | CADERNO 1 | AZUL 21
001100117755AAZZ..iinnddbb 2211 2233//0077//22002255 1122::3322::2255"
56;CH;149784;C;27;0;;3.39468;0.43866;0.21726;AZUL;1447;;0;2025;4.387080000000001;Enunciado da Questão 56 (Consulte o Caderno Azul Oficial)
22;LC;158757;B;12;0;;2.96488;0.28395;0.14322;AZUL;1459;;0;2025;4.36181;22 2233//0077//22002255 1122::3322::0033
93;CN;26621;A;30;0;;2.25053;-0.28084;0.20082;AZUL;1569;;0;2025;4.339479999999999;Enunciado da Questão 93 (Consulte o Caderno Azul Oficial)
71;CH;141042;A;3;0;;2.02579;-0.34303;0.18238;AZUL;1539;;0;2025;4.16877;Enunciado da Questão 71 (Consulte o Caderno Azul Oficial)
73;CH;96978;A;15;0;;3.38036;0.39077;0.295;AZUL;1447;;0;2025;4.11341;"73 anos prepara duas filhas para C empregar uma linguagem metafórica, com o uso da expressão
lhe sucederem quando ela “tombar e pai Tupã a levar”. “laço de amorosidade”.
Hoje, 129 famílias do município de Aquiraz são reconhecidas D enumerar razões pertinentes a esse ato, como no exemplo
pela Fundação Nacional dos Povos Indígenas (Funai) como “ensina sobre o mundo”.
indígenas, principal luta de Pequena para o seu povo desde E implicar o autor do texto como corresponsável pela campanha,
o início. “Em 1995, fui a Brasília e tive a oportunidade de pelo uso de “é nossa função”.
conversar com o presidente da Funai. Pedi que mandasse o
povo dele na aldeia para fazer o estudo da nossa mãe-terra QUESTãO 45
e de nós”. Dois anos depois, vieram os antropólogos, que
A artista Marija Tiurina criou uma série chamada Palavras
concluíram: “Nós era índio sim!”, diz ela.
intraduzíveis, com diversas ilustrações detalhadas que
Há cerca de oito anos, Pequena adoeceu e ficou entre a transmitem o sentido desses vocábulos, que nenhuma palavra
vida e a morte. Nesse momento, precisou escolher, entre os única em outras línguas pode descrever.
16 filhos, quem assumiria sua missão quando partisse. Reunida,
a família decidiu sobre a sucessão. “Disseram que, como eu
era a primeira cacique mulher do Ceará, acharam melhor eu
colocar duas filhas”.
Disponível em: www.sesc-ce.com.br. Acesso em: 15 set. 2024 (adaptado).
Ao abordar a realidade da etnia Jenipapo-Kanindé, essa
reportagem cumpre uma função social qua"
50;CH;112055;E;8;0;;2.66223;0.0819;0.19308;AZUL;1539;;0;2025;4.11336;Enunciado da Questão 50 (Consulte o Caderno Azul Oficial)
95;CN;87166;C;16;0;;2.29232;-0.11735;0.16688;AZUL;1511;;0;2025;4.10229;"95 anos, oferece em suas
“O envelhecimento leva a maioria das pessoas a um
memórias uma síntese luminosa desse gesto de habitar o tempo
declínio funcional. Mas, se você chega aos 75 tendo acumulado
com dignidade: “A velhice é o tempo em que a vida já foi vivida
desigualdades, principalmente pelo racismo, é muito difícil
e, por isso mesmo, pode finalmente ser olhada de frente, sem
o pânico do ineditismo”. sobreviver com qualidade de vida”, diz um médico gerontólogo.
Disponível em: https://rascunho.com.br. Acesso em: 17 maio 2025. Disponível em: g1.globo.com. Acesso em: 10 jun. 2025 (adaptado).
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
20 LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇÃO | 1º DIA | CADERNO 1 | AZUL
001100117755AAZZ..iinnddbb 2200 2233//0077//22002255 1122::3322::2255"
18;LC;154020;A;9;0;;2.44218;-0.02849;0.19639;AZUL;1459;;0;2025;3.98788;"18 anos pelo Natal, e é rapariga que pela feição parece sobre História e Cultura Afro-Brasileira.
moça de cidade, muito ariscazinha de modos, mas bonita e boa
§ 1º O conteúdo programático a que se refere o caput deste
deveras... Coitada, foi criada sem mãe, e aqui nestes fundões. [...]
artigo incluirá o estudo da História da África e dos Africanos, a luta
— Ora muito que bem, continuou Pereira caindo aos poucos
dos negros no Brasil, a cultura negra brasileira e o negro na formação
na habitual garrulice, quando vi a menina tomar corpo, tratei
da sociedade nacional, resgatando a contribuição do povo negro nas
logo de casá-la.
áreas social, econômica e política pertinentes à História do Brasil.
— Ah! é casada? perguntou Cirino.
§ 2º Os conteúdos referentes à História e Cultura Afro-
— Isto é, é e não é. A coisa está apalavrada. Por aqui costuma
-Brasileira serão ministrados no âmbito de todo o currículo
labutar no costeio do gado para São Paulo um homem de mão-
cheia, que talvez o sr. conheça... o Manecão Doca... escolar, em especial nas áreas de Educação Artística e de
Literatura e História Brasileiras.
— Não, respondeu Cirino abanando a cabeça.
— Pois isso é um homem às direitas, desempenado e trabucador BRASIL. Lei n. 10 639/2003. Disponível em: www.gov.br/planalto.
Acesso em: 5 maio 2024.
como ele só... fura estes sertões todos e vem tangendo pontes de
gado que metem pasmo. Também dizem que tem bichado muito
O emprego da norma-padrão é justificado nesse texto
e ajuntado cobr"
6;LC;157751;E;4;0;;2.91253;0.48859;0.10089;AZUL;1459;;0;2025;3.85484;"6 Cinza 6 6 Cinza 6
5 Amarelo 5 5 Amarelo 5
*010175AZ1*
0 1
CADERNO 1 | AZUL 1º DIA
����� �������� �� ������ �����
PROVA DE LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇãO
PROVA DE CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS
CADERNO
1
AZUL
ATENÇãO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA,
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:
Nada na vida deve ser temido, somente compreendido
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1. Este CADERNO DE QUESTÕES contém 90 questões numeradas de 01 a 90 e a Proposta de Redação,
dispostas da seguinte maneira:
a)questões de número 01 a 45, relativas à área de Linguagens, Códigos e suas Tecnologias;
b)Proposta de Redação;
c)questões de número 46 a 90, relativas à área de Ciências Humanas e suas Tecnologias.
ATENÇãO: as questões de 01 a 05 são relativas à língua estrangeira. Você deverá responder apenas às
questões relativas à língua estrangeira (inglês ou espanhol) escolhida no ato de sua inscrição.
2. Confira se a quantidade e a o"
39;LC;152784;C;30;0;;2.93851;0.36901;0.18829;AZUL;1459;;0;2025;3.82854;Enunciado da Questão 39 (Consulte o Caderno Azul Oficial)
26;LC;157600;A;9;0;;2.01183;-0.26127;0.19642;AZUL;1529;;0;2025;3.82537;"26 QUESTãO 28
Pequenino morto
Tange o sino, tange, numa voz de choro,
Numa voz de choro... tão desconsolado...
No caixão dourado, como em berço de ouro,
Pequenino, levam-te dormindo... Acorda!
Olha que te levam para o mesmo lado
De onde o sino tange numa voz de choro...
Pequenino, acorda!
Que caminho triste, e que viagem! Alas
De ciprestes negros a gemer no vento;
Tanta boca aberta de famintas valas
A pedir que as fartem, a esperar que as encham...
Pequenino, acorda! Recupera o alento,
Foge da cobiça dessas fundas valas
A pedir que as encham.
CARVALHO, V. Poemas e canções. Rio de Janeiro:
Saraiva, 1962 (fragmento).
Nesse fragmento do poema, o sentimento de luto adquire
contornos expressivos e é intensificado pela
A descrição da paisagem de um cemitério.
B recusa do eu lírico à irreversibilidade da morte.
C sonoridade dos versos produzida pela pontuação.
Revista Língua Portuguesa, n. 31, maio 2008 (adaptado). D religiosidade evocada como forma de fortalecimento.
Esse texto, que apresenta um prato da culinária brasileira, E impressão de sonho na construção da estrutura poética.
evidencia
QUESTãO 29
A valor afetivo nas nomenclaturas.
Só entende os corações desse lugar quem mergulha nesse
B variedade linguística entre regiões.
mar a perder de vista e recoberto de cana caiana, cana fita, cana
C disputa regional pelo melhor prato.
roxa, cana-de-macaco, açúcar, melado, rapadura, aguardente,
D modos de preparo de um mesmo alimento.
fumo, mandioca, quiabos, pimentas, moendas, frutas, "
131;CN;111572;E;4;0;;1.94293;-0.27473;0.18667;AZUL;1511;;0;2025;3.7767;Enunciado da Questão 131 (Consulte o Caderno Azul Oficial)
87;CH;140486;A;22;0;;2.54795;0.10575;0.2134;AZUL;1539;;0;2025;3.711650000000001;Enunciado da Questão 87 (Consulte o Caderno Azul Oficial)
