CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;NU_ANO;SCORE_ESCUDO;TX_ENUNCIADO
57;CH;140822;A;19;0;;4.7046;0.72073;0.22345;AZUL;1431;;0;2024;6.12976;Questão 57 - Texto extraído da Prova Oficial.
36;LC;150677;E;3;0;;4.19734;0.50532;0.21518;AZUL;1353;;0;2024;5.80282;Questão 36 - Texto extraído da Prova Oficial.
36;LC;150677;E;3;0;;4.19734;0.50532;0.21518;AZUL;1441;;0;2024;5.80282;Questão 36 - Texto extraído da Prova Oficial.
7;LC;150675;C;3;0;;2.79235;-0.3231;0.16431;AZUL;1395;;0;2024;5.73245;"
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
84;CH;111965;B;22;0;;3.52605;0.16469;0.18195;AZUL;1431;;0;2024;5.648280000000001;Questão 84 - Texto extraído da Prova Oficial.
84;CH;111965;B;22;0;;3.52605;0.16469;0.18195;AZUL;1343;;0;2024;5.648280000000001;Questão 84 - Texto extraído da Prova Oficial.
14;LC;150780;E;24;0;;2.88059;-0.27388;0.19156;AZUL;1353;;0;2024;5.625020000000001;Questão 14 - Texto extraído da Prova Oficial.
14;LC;150780;E;24;0;;2.88059;-0.27388;0.19156;AZUL;1441;;0;2024;5.625020000000001;Questão 14 - Texto extraído da Prova Oficial.
39;LC;150666;E;27;0;;3.54677;0.31786;0.12491;AZUL;1395;;0;2024;5.51541;Questão 39 - Texto extraído da Prova Oficial.
66;CH;141379;A;8;0;;3.6485;0.27468;0.20745;AZUL;1343;;0;2024;5.435709999999999;Questão 66 - Texto extraído da Prova Oficial.
66;CH;141379;A;8;0;;3.6485;0.27468;0.20745;AZUL;1431;;0;2024;5.435709999999999;Questão 66 - Texto extraído da Prova Oficial.
13;LC;150621;D;19;0;;3.14973;-0.03426;0.20588;AZUL;1395;;0;2024;5.37284;Questão 13 - Texto extraído da Prova Oficial.
26;LC;118254;B;11;0;;2.1269;-0.37854;0.00587;AZUL;1395;;0;2024;5.36007;Questão 26 - Texto extraído da Prova Oficial.
33;LC;150588;D;21;0;;1.45822;-0.78889;0.01333;AZUL;1395;;0;2024;5.2164600000000005;Questão 33 - Texto extraído da Prova Oficial.
72;CH;141374;A;25;0;;1.48442;-0.752;0.00999;AZUL;1383;;0;2024;5.17489;Questão 72 - Texto extraído da Prova Oficial.
62;CH;141348;E;30;0;;3.15857;0.08755;0.18772;AZUL;1343;;0;2024;5.11589;Questão 62 - Texto extraído da Prova Oficial.
62;CH;141348;E;30;0;;3.15857;0.08755;0.18772;AZUL;1431;;0;2024;5.11589;Questão 62 - Texto extraído da Prova Oficial.
121;CN;117814;D;17;0;;3.60586;0.48338;0.14782;AZUL;1333;;0;2024;5.02248;Questão 121 - Texto extraído da Prova Oficial.
121;CN;117814;D;17;0;;3.60586;0.48338;0.14782;AZUL;1373;;0;2024;5.02248;Questão 121 - Texto extraído da Prova Oficial.
6;LC;150678;E;20;0;;3.15898;0.16783;0.17207;AZUL;1395;;0;2024;4.95412;"
6
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
77;CH;125794;A;21;0;;1.08881;-0.92571;0.01007;AZUL;1383;;0;2024;4.904400000000001;Questão 77 - Texto extraído da Prova Oficial.
64;CH;149791;C;15;0;;3.39952;0.32395;0.19849;AZUL;1383;;0;2024;4.83474;Questão 64 - Texto extraído da Prova Oficial.
7;LC;14475;D;1;0;;2.3698;-0.23487;0.12324;AZUL;1353;;0;2024;4.82801;"
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
7;LC;14475;D;1;0;;2.3698;-0.23487;0.12324;AZUL;1441;;0;2024;4.82801;"
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
16;LC;141221;D;13;0;;3.92192;0.61079;0.24818;AZUL;1395;;0;2024;4.77057;Questão 16 - Texto extraído da Prova Oficial.
70;CH;67577;E;17;0;;3.42357;0.49941;0.11756;AZUL;1383;;0;2024;4.76111;Questão 70 - Texto extraído da Prova Oficial.
69;CH;111879;C;22;0;;1.34861;-0.66075;0.0051;AZUL;1383;;0;2024;4.65397;Questão 69 - Texto extraído da Prova Oficial.
51;CH;149806;E;5;0;;3.72659;0.66069;0.1705;AZUL;1383;;0;2024;4.618609999999999;Questão 51 - Texto extraído da Prova Oficial.
9;LC;141206;E;10;0;;2.11831;-0.44202;0.19567;AZUL;1395;;0;2024;4.5843300000000005;"
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
73;CH;141105;A;27;0;;3.33008;0.45298;0.15146;AZUL;1343;;0;2024;4.543920000000001;Questão 73 - Texto extraído da Prova Oficial.
73;CH;141105;A;27;0;;3.33008;0.45298;0.15146;AZUL;1431;;0;2024;4.543920000000001;Questão 73 - Texto extraído da Prova Oficial.
125;CN;88293;C;22;0;;3.98036;1.04132;0.06184;AZUL;1419;;0;2024;4.52756;Questão 125 - Texto extraído da Prova Oficial.
90;CH;140450;D;5;0;;2.59082;-0.08357;0.18726;AZUL;1343;;0;2024;4.496049999999999;Questão 90 - Texto extraído da Prova Oficial.
90;CH;140450;D;5;0;;2.59082;-0.08357;0.18726;AZUL;1431;;0;2024;4.496049999999999;Questão 90 - Texto extraído da Prova Oficial.
50;CH;140199;B;14;0;;3.45275;0.54931;0.16635;AZUL;1383;;0;2024;4.42582;Questão 50 - Texto extraído da Prova Oficial.
52;CH;125853;D;17;0;;1.39576;-0.86517;0.20417;AZUL;1431;;0;2024;4.366179999999999;Questão 52 - Texto extraído da Prova Oficial.
52;CH;125853;D;17;0;;1.39576;-0.86517;0.20417;AZUL;1343;;0;2024;4.366179999999999;Questão 52 - Texto extraído da Prova Oficial.
23;LC;111901;B;1;0;;3.8859;0.87601;0.19923;AZUL;1395;;0;2024;4.14762;"
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
71;CH;141031;B;13;0;;2.77004;0.18063;0.18169;AZUL;1343;;0;2024;4.089739999999999;Questão 71 - Texto extraído da Prova Oficial.
71;CH;141031;B;13;0;;2.77004;0.18063;0.18169;AZUL;1431;;0;2024;4.089739999999999;Questão 71 - Texto extraído da Prova Oficial.
8;LC;141218;B;14;0;;2.44925;-0.00932;0.19459;AZUL;1395;;0;2024;3.953510000000001;"
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
156;MT;117618;B;19;0;;3.84247;0.91232;0.20573;AZUL;1407;;0;2024;3.91933;Questão 156 - Texto extraído da Prova Oficial.
57;CH;141143;D;15;0;;2.58128;0.13172;0.18248;AZUL;1383;;0;2024;3.855;Questão 57 - Texto extraído da Prova Oficial.
42;LC;150441;D;20;0;;2.30804;-0.071;0.20113;AZUL;1353;;0;2024;3.82343;Questão 42 - Texto extraído da Prova Oficial.
42;LC;150441;D;20;0;;2.30804;-0.071;0.20113;AZUL;1441;;0;2024;3.82343;Questão 42 - Texto extraído da Prova Oficial.
87;CH;111991;E;3;0;;2.8747;0.24823;0.23747;AZUL;1343;;0;2024;3.81736;Questão 87 - Texto extraído da Prova Oficial.
87;CH;111991;E;3;0;;2.8747;0.24823;0.23747;AZUL;1431;;0;2024;3.81736;Questão 87 - Texto extraído da Prova Oficial.
93;CN;77606;E;3;0;;3.40083;0.78927;0.1278;AZUL;1419;;0;2024;3.79485;Questão 93 - Texto extraído da Prova Oficial.
123;CN;111693;A;24;0;;4.24356;1.09968;0.28019;AZUL;1419;;0;2024;3.787130000000001;Questão 123 - Texto extraído da Prova Oficial.
9;LC;140807;A;30;0;;2.58687;0.11877;0.21034;AZUL;1353;;0;2024;3.76573;"
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
9;LC;140807;A;30;0;;2.58687;0.11877;0.21034;AZUL;1441;;0;2024;3.76573;"
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
80;CH;140423;A;4;0;;1.63763;-0.46573;0.19507;AZUL;1383;;0;2024;3.6971;Questão 80 - Texto extraído da Prova Oficial.
42;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;AZUL;1395;;0;2024;3.66858;Questão 42 - Texto extraído da Prova Oficial.
86;CH;149795;D;6;0;;2.42441;0.08078;0.19163;AZUL;1383;;0;2024;3.64833;Questão 86 - Texto extraído da Prova Oficial.
124;CN;87263;C;15;0;;3.366;0.70227;0.21496;AZUL;1419;;0;2024;3.55039;Questão 124 - Texto extraído da Prova Oficial.
43;LC;141202;E;12;0;;2.7327;0.5031;0.08917;AZUL;1395;;0;2024;3.51025;Questão 43 - Texto extraído da Prova Oficial.
75;CH;141073;E;7;0;;3.27746;0.7899;0.16002;AZUL;1343;;0;2024;3.38512;Questão 75 - Texto extraído da Prova Oficial.
75;CH;141073;E;7;0;;3.27746;0.7899;0.16002;AZUL;1431;;0;2024;3.38512;Questão 75 - Texto extraído da Prova Oficial.
41;LC;141460;A;2;0;;2.39673;0.03767;0.26467;AZUL;1395;;0;2024;3.3570999999999995;Questão 41 - Texto extraído da Prova Oficial.
64;CH;97126;C;15;0;;3.48167;0.81823;0.23768;AZUL;1431;;0;2024;3.32025;Questão 64 - Texto extraído da Prova Oficial.
64;CH;97126;C;15;0;;3.48167;0.81823;0.23768;AZUL;1343;;0;2024;3.32025;Questão 64 - Texto extraído da Prova Oficial.
91;CN;141612;E;21;0;;2.90113;0.65327;0.11183;AZUL;1333;;0;2024;3.283300000000001;Questão 91 - Texto extraído da Prova Oficial.
91;CN;141612;E;21;0;;2.90113;0.65327;0.11183;AZUL;1373;;0;2024;3.283300000000001;Questão 91 - Texto extraído da Prova Oficial.
48;CH;149816;E;29;0;;2.78643;0.48704;0.1756;AZUL;1343;;0;2024;3.23374;Questão 48 - Texto extraído da Prova Oficial.
48;CH;149816;E;29;0;;2.78643;0.48704;0.1756;AZUL;1431;;0;2024;3.23374;Questão 48 - Texto extraído da Prova Oficial.
79;CH;98152;E;8;0;;3.32906;0.86547;0.16688;AZUL;1383;;0;2024;3.227310000000001;Questão 79 - Texto extraído da Prova Oficial.
116;CN;96550;C;13;0;;3.56451;1.17043;0.07963;AZUL;1373;;0;2024;3.21958;Questão 116 - Texto extraído da Prova Oficial.
116;CN;96550;C;13;0;;3.56451;1.17043;0.07963;AZUL;1333;;0;2024;3.21958;Questão 116 - Texto extraído da Prova Oficial.
26;LC;150668;C;21;0;;2.90014;0.58457;0.17607;AZUL;1441;;0;2024;3.16622;Questão 26 - Texto extraído da Prova Oficial.
26;LC;150668;C;21;0;;2.90014;0.58457;0.17607;AZUL;1353;;0;2024;3.16622;Questão 26 - Texto extraído da Prova Oficial.
112;CN;141747;B;30;0;;0.93211;-0.69435;0.20425;AZUL;1373;;0;2024;2.9260200000000003;Questão 112 - Texto extraído da Prova Oficial.
112;CN;141747;B;30;0;;0.93211;-0.69435;0.20425;AZUL;1333;;0;2024;2.9260200000000003;Questão 112 - Texto extraído da Prova Oficial.
45;LC;150676;B;4;0;;1.5787;-0.00945;0.05369;AZUL;1395;;0;2024;2.9173;Questão 45 - Texto extraído da Prova Oficial.
110;CN;117915;D;28;0;;2.43297;0.04851;0.36134;AZUL;1419;;0;2024;2.91371;Questão 110 - Texto extraído da Prova Oficial.
176;MT;141571;D;24;0;;1.27914;-0.47051;0.21183;AZUL;1323;;0;2024;2.91066;Questão 176 - Texto extraído da Prova Oficial.
176;MT;141571;D;24;0;;1.27914;-0.47051;0.21183;AZUL;1363;;0;2024;2.91066;Questão 176 - Texto extraído da Prova Oficial.
133;CN;88476;E;3;0;;0.90246;-0.70921;0.20607;AZUL;1333;;0;2024;2.9022;Questão 133 - Texto extraído da Prova Oficial.
133;CN;88476;E;3;0;;0.90246;-0.70921;0.20607;AZUL;1373;;0;2024;2.9022;Questão 133 - Texto extraído da Prova Oficial.
76;CH;141033;E;20;0;;2.66541;0.60552;0.12265;AZUL;1383;;0;2024;2.9010100000000003;Questão 76 - Texto extraído da Prova Oficial.
51;CH;125746;C;25;0;;2.18685;0.19158;0.20225;AZUL;1431;;0;2024;2.78771;Questão 51 - Texto extraído da Prova Oficial.
51;CH;125746;C;25;0;;2.18685;0.19158;0.20225;AZUL;1343;;0;2024;2.78771;Questão 51 - Texto extraído da Prova Oficial.
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;AZUL;1353;1.0;0;2024;2.71377;"
5
6
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;AZUL;1441;1.0;0;2024;2.71377;"
5
6
7
8
O
9
H
10
N O
11
U
12 Ã
C
13 Ç
S
14 A
A
15 D
16 R
E
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
69;CH;149860;C;29;0;;2.1539;0.20071;0.20024;AZUL;1431;;0;2024;2.7044700000000006;Questão 69 - Texto extraído da Prova Oficial.
69;CH;149860;C;29;0;;2.1539;0.20071;0.20024;AZUL;1343;;0;2024;2.7044700000000006;Questão 69 - Texto extraído da Prova Oficial.
101;CN;141661;A;17;0;;2.82798;0.81272;0.10833;AZUL;1419;;0;2024;2.6761500000000007;Questão 101 - Texto extraído da Prova Oficial.
38;LC;118297;B;17;0;;2.32301;0.39677;0.16215;AZUL;1395;;0;2024;2.64496;Questão 38 - Texto extraído da Prova Oficial.
83;CH;85551;E;7;0;;2.73828;0.66579;0.17472;AZUL;1383;;0;2024;2.6055900000000003;Questão 83 - Texto extraído da Prova Oficial.
139;MT;117723;A;26;0;;2.2696;0.50185;0.10032;AZUL;1407;;0;2024;2.53205;Questão 139 - Texto extraído da Prova Oficial.
18;LC;120220;A;26;0;;2.6215;0.71695;0.1198;AZUL;1441;;0;2024;2.49315;"
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
18;LC;120220;A;26;0;;2.6215;0.71695;0.1198;AZUL;1353;;0;2024;2.49315;"
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
66;CH;118064;C;16;0;;2.74054;0.68765;0.19316;AZUL;1383;;0;2024;2.452330000000001;Questão 66 - Texto extraído da Prova Oficial.
58;CH;149809;C;6;0;;1.6146;-0.07254;0.20394;AZUL;1343;;0;2024;2.4271200000000004;Questão 58 - Texto extraído da Prova Oficial.
58;CH;149809;C;6;0;;1.6146;-0.07254;0.20394;AZUL;1431;;0;2024;2.4271200000000004;Questão 58 - Texto extraído da Prova Oficial.
117;CN;86002;E;28;0;;1.54385;0.18646;0.02403;AZUL;1419;;0;2024;2.40817;Questão 117 - Texto extraído da Prova Oficial.
107;CN;86727;A;3;0;;3.26263;1.04212;0.20017;AZUL;1373;;0;2024;2.3980500000000005;Questão 107 - Texto extraído da Prova Oficial.
107;CN;86727;A;3;0;;3.26263;1.04212;0.20017;AZUL;1333;;0;2024;2.3980500000000005;Questão 107 - Texto extraído da Prova Oficial.
15;LC;150540;B;30;0;;2.19541;0.46219;0.12159;AZUL;1395;;0;2024;2.3963;Questão 15 - Texto extraído da Prova Oficial.
81;CH;86938;D;2;0;;1.8603;0.23132;0.12911;AZUL;1383;;0;2024;2.38109;Questão 81 - Texto extraído da Prova Oficial.
49;CH;125946;E;16;0;;3.40587;1.26456;0.13332;AZUL;1383;;0;2024;2.3514600000000008;Questão 49 - Texto extraído da Prova Oficial.
38;LC;150605;E;29;0;;1.68854;0.00982;0.20499;AZUL;1353;;0;2024;2.32267;Questão 38 - Texto extraído da Prova Oficial.
38;LC;150605;E;29;0;;1.68854;0.00982;0.20499;AZUL;1441;;0;2024;2.32267;Questão 38 - Texto extraído da Prova Oficial.
96;CN;111400;C;1;0;;2.32009;0.55237;0.13443;AZUL;1419;;0;2024;2.3109199999999994;Questão 96 - Texto extraído da Prova Oficial.
2;LC;140673;A;7;0;;2.94433;0.90437;0.1784;AZUL;1353;1.0;0;2024;2.28355;Questão 2 - Texto extraído da Prova Oficial.
2;LC;140673;A;7;0;;2.94433;0.90437;0.1784;AZUL;1441;1.0;0;2024;2.28355;Questão 2 - Texto extraído da Prova Oficial.
35;LC;140892;D;15;0;;0.58481;-0.38987;0.01152;AZUL;1395;;0;2024;2.2816300000000003;Questão 35 - Texto extraído da Prova Oficial.
24;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;AZUL;1441;;0;2024;2.2031399999999994;"
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
24;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;AZUL;1353;;0;2024;2.2031399999999994;"
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
91;CN;84075;B;18;0;;1.80537;0.46767;0.00115;AZUL;1419;;0;2024;2.20198;Questão 91 - Texto extraído da Prova Oficial.
67;CH;140616;E;3;0;;0.52413;-0.75088;0.22138;AZUL;1343;;0;2024;2.194;Questão 67 - Texto extraído da Prova Oficial.
67;CH;140616;E;3;0;;0.52413;-0.75088;0.22138;AZUL;1431;;0;2024;2.194;Questão 67 - Texto extraído da Prova Oficial.
17;LC;96456;E;22;0;;2.85265;0.96695;0.12627;AZUL;1441;;0;2024;2.1731000000000003;"
17
R
18
A
19
D
20
21
22
23
24
2 Dia 2 Dia
1°Capa 25 4°Capa
Libras 12 26 12 Libras
Ledor 11 11 Ledor
27
28
Rosa 8 8 Rosa
Azul 7 29 7 Azul
Cinza 6 6 Cinza
30
Amarelo 5 5 Amarelo
01
BBB0011iiiggg00uuu11rrr77rrr55iiilllAAhhhZZooosss..ii...nniiinnndddddbbddd 33 11122 11224433////00006688////2222000022222244 11117766::::11442266::::00556699"
