CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;NU_ANO;TX_ENUNCIADO
103;CN;85445;E;20;0;;4.44898;1.4048;0.15587;AZUL;1085;;0;2022;Questão 103 - Texto extraído da Prova Oficial.
103;CN;85445;E;20;0;;4.44898;1.4048;0.15587;AZUL;1187;;0;2022;Questão 103 - Texto extraído da Prova Oficial.
103;CN;85445;E;20;0;;4.44898;1.4048;0.15587;AZUL;1187;;0;2022;Questão 103 - Texto extraído da Prova Oficial.
103;CN;85445;E;20;0;;4.44898;1.4048;0.15587;AZUL;1085;;0;2022;Questão 103 - Texto extraído da Prova Oficial.
81;CH;95739;D;12;0;;4.24795;0.96273;0.16049;AZUL;1055;;0;2022;Questão 81 - Texto extraído da Prova Oficial.
81;CH;95739;D;12;0;;4.24795;0.96273;0.16049;AZUL;1175;;0;2022;Questão 81 - Texto extraído da Prova Oficial.
81;CH;95739;D;12;0;;4.24795;0.96273;0.16049;AZUL;1175;;0;2022;Questão 81 - Texto extraído da Prova Oficial.
81;CH;95739;D;12;0;;4.24795;0.96273;0.16049;AZUL;1055;;0;2022;Questão 81 - Texto extraído da Prova Oficial.
81;CH;95739;D;12;0;;4.24795;0.96273;0.16049;AZUL;1175;;0;2022;Questão 81 - Texto extraído da Prova Oficial.
81;CH;95739;D;12;0;;4.24795;0.96273;0.16049;AZUL;1055;;0;2022;Questão 81 - Texto extraído da Prova Oficial.
178;MT;19807;E;12;0;;4.1583;2.56697;0.06542;AZUL;1183;;0;2022;Questão 178 - Texto extraído da Prova Oficial.
178;MT;19807;E;12;0;;4.1583;2.56697;0.06542;AZUL;1183;;0;2022;Questão 178 - Texto extraído da Prova Oficial.
178;MT;19807;E;12;0;;4.1583;2.56697;0.06542;AZUL;1183;;0;2022;Questão 178 - Texto extraído da Prova Oficial.
178;MT;19807;E;12;0;;4.1583;2.56697;0.06542;AZUL;1075;;0;2022;Questão 178 - Texto extraído da Prova Oficial.
178;MT;19807;E;12;0;;4.1583;2.56697;0.06542;AZUL;1075;;0;2022;Questão 178 - Texto extraído da Prova Oficial.
178;MT;19807;E;12;0;;4.1583;2.56697;0.06542;AZUL;1075;;0;2022;Questão 178 - Texto extraído da Prova Oficial.
30;LC;26545;C;15;0;;4.15101;1.348;0.0928;AZUL;1179;;0;2022;"
30
32 1° dia | Caderno 1 - AZUL - 1ª Aplicação
01"
30;LC;26545;C;15;0;;4.15101;1.348;0.0928;AZUL;1065;;0;2022;"
30
32 1° dia | Caderno 1 - AZUL - 1ª Aplicação
01"
30;LC;26545;C;15;0;;4.15101;1.348;0.0928;AZUL;1179;;0;2022;"
30
32 1° dia | Caderno 1 - AZUL - 1ª Aplicação
01"
30;LC;26545;C;15;0;;4.15101;1.348;0.0928;AZUL;1065;;0;2022;"
30
32 1° dia | Caderno 1 - AZUL - 1ª Aplicação
01"
30;LC;26545;C;15;0;;4.15101;1.348;0.0928;AZUL;1065;;0;2022;"
30
32 1° dia | Caderno 1 - AZUL - 1ª Aplicação
01"
30;LC;26545;C;15;0;;4.15101;1.348;0.0928;AZUL;1179;;0;2022;"
30
32 1° dia | Caderno 1 - AZUL - 1ª Aplicação
01"
78;CH;67980;E;6;0;;4.03907;1.33056;0.05942;AZUL;1175;;0;2022;Questão 78 - Texto extraído da Prova Oficial.
78;CH;67980;E;6;0;;4.03907;1.33056;0.05942;AZUL;1175;;0;2022;Questão 78 - Texto extraído da Prova Oficial.
78;CH;67980;E;6;0;;4.03907;1.33056;0.05942;AZUL;1055;;0;2022;Questão 78 - Texto extraído da Prova Oficial.
78;CH;67980;E;6;0;;4.03907;1.33056;0.05942;AZUL;1055;;0;2022;Questão 78 - Texto extraído da Prova Oficial.
78;CH;67980;E;6;0;;4.03907;1.33056;0.05942;AZUL;1175;;0;2022;Questão 78 - Texto extraído da Prova Oficial.
78;CH;67980;E;6;0;;4.03907;1.33056;0.05942;AZUL;1055;;0;2022;Questão 78 - Texto extraído da Prova Oficial.
86;CH;141022;E;25;0;;3.83368;0.79149;0.11063;AZUL;1191;;0;2022;Questão 86 - Texto extraído da Prova Oficial.
86;CH;141022;E;25;0;;3.83368;0.79149;0.11063;AZUL;1191;;0;2022;Questão 86 - Texto extraído da Prova Oficial.
86;CH;141022;E;25;0;;3.83368;0.79149;0.11063;AZUL;1191;;0;2022;Questão 86 - Texto extraído da Prova Oficial.
132;CN;88655;D;4;0;;3.82953;0.85524;0.11511;AZUL;1085;;0;2022;Questão 132 - Texto extraído da Prova Oficial.
132;CN;88655;D;4;0;;3.82953;0.85524;0.11511;AZUL;1187;;0;2022;Questão 132 - Texto extraído da Prova Oficial.
132;CN;88655;D;4;0;;3.82953;0.85524;0.11511;AZUL;1187;;0;2022;Questão 132 - Texto extraído da Prova Oficial.
132;CN;88655;D;4;0;;3.82953;0.85524;0.11511;AZUL;1085;;0;2022;Questão 132 - Texto extraído da Prova Oficial.
132;CN;88655;D;4;0;;3.82953;0.85524;0.11511;AZUL;1187;;0;2022;Questão 132 - Texto extraído da Prova Oficial.
132;CN;88655;D;4;0;;3.82953;0.85524;0.11511;AZUL;1085;;0;2022;Questão 132 - Texto extraído da Prova Oficial.
63;CH;141363;B;11;0;;3.81637;0.70936;0.15459;AZUL;1191;;0;2022;Questão 63 - Texto extraído da Prova Oficial.
63;CH;141363;B;11;0;;3.81637;0.70936;0.15459;AZUL;1191;;0;2022;Questão 63 - Texto extraído da Prova Oficial.
63;CH;141363;B;11;0;;3.81637;0.70936;0.15459;AZUL;1191;;0;2022;Questão 63 - Texto extraído da Prova Oficial.
87;CH;140468;B;7;0;;3.81176;0.7442;0.24129;AZUL;1191;;0;2022;Questão 87 - Texto extraído da Prova Oficial.
87;CH;140468;B;7;0;;3.81176;0.7442;0.24129;AZUL;1191;;0;2022;Questão 87 - Texto extraído da Prova Oficial.
87;CH;140468;B;7;0;;3.81176;0.7442;0.24129;AZUL;1191;;0;2022;Questão 87 - Texto extraído da Prova Oficial.
169;MT;63204;E;9;0;;3.78296;1.88956;0.14444;AZUL;1075;;0;2022;Questão 169 - Texto extraído da Prova Oficial.
169;MT;63204;E;9;0;;3.78296;1.88956;0.14444;AZUL;1075;;0;2022;Questão 169 - Texto extraído da Prova Oficial.
169;MT;63204;E;9;0;;3.78296;1.88956;0.14444;AZUL;1183;;0;2022;Questão 169 - Texto extraído da Prova Oficial.
169;MT;63204;E;9;0;;3.78296;1.88956;0.14444;AZUL;1183;;0;2022;Questão 169 - Texto extraído da Prova Oficial.
169;MT;63204;E;9;0;;3.78296;1.88956;0.14444;AZUL;1183;;0;2022;Questão 169 - Texto extraído da Prova Oficial.
169;MT;63204;E;9;0;;3.78296;1.88956;0.14444;AZUL;1075;;0;2022;Questão 169 - Texto extraído da Prova Oficial.
52;CH;88045;D;18;0;;3.62371;0.51644;0.275;AZUL;1055;;0;2022;Questão 52 - Texto extraído da Prova Oficial.
52;CH;88045;D;18;0;;3.62371;0.51644;0.275;AZUL;1055;;0;2022;Questão 52 - Texto extraído da Prova Oficial.
52;CH;88045;D;18;0;;3.62371;0.51644;0.275;AZUL;1175;;0;2022;Questão 52 - Texto extraído da Prova Oficial.
52;CH;88045;D;18;0;;3.62371;0.51644;0.275;AZUL;1175;;0;2022;Questão 52 - Texto extraído da Prova Oficial.
52;CH;88045;D;18;0;;3.62371;0.51644;0.275;AZUL;1175;;0;2022;Questão 52 - Texto extraído da Prova Oficial.
52;CH;88045;D;18;0;;3.62371;0.51644;0.275;AZUL;1055;;0;2022;Questão 52 - Texto extraído da Prova Oficial.
82;CH;125684;B;16;0;;3.5628;0.50483;0.22204;AZUL;1191;;0;2022;Questão 82 - Texto extraído da Prova Oficial.
82;CH;125684;B;16;0;;3.5628;0.50483;0.22204;AZUL;1191;;0;2022;Questão 82 - Texto extraído da Prova Oficial.
82;CH;125684;B;16;0;;3.5628;0.50483;0.22204;AZUL;1191;;0;2022;Questão 82 - Texto extraído da Prova Oficial.
114;CN;117854;C;15;0;;3.55169;1.49398;0.20257;AZUL;1187;;0;2022;Questão 114 - Texto extraído da Prova Oficial.
114;CN;117854;C;15;0;;3.55169;1.49398;0.20257;AZUL;1187;;0;2022;Questão 114 - Texto extraído da Prova Oficial.
114;CN;117854;C;15;0;;3.55169;1.49398;0.20257;AZUL;1187;;0;2022;Questão 114 - Texto extraído da Prova Oficial.
114;CN;117854;C;15;0;;3.55169;1.49398;0.20257;AZUL;1085;;0;2022;Questão 114 - Texto extraído da Prova Oficial.
114;CN;117854;C;15;0;;3.55169;1.49398;0.20257;AZUL;1085;;0;2022;Questão 114 - Texto extraído da Prova Oficial.
114;CN;117854;C;15;0;;3.55169;1.49398;0.20257;AZUL;1085;;0;2022;Questão 114 - Texto extraído da Prova Oficial.
77;CH;140550;A;27;0;;3.5293;0.41127;0.19018;AZUL;1055;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;140550;A;27;0;;3.5293;0.41127;0.19018;AZUL;1175;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;140550;A;27;0;;3.5293;0.41127;0.19018;AZUL;1175;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;140550;A;27;0;;3.5293;0.41127;0.19018;AZUL;1055;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;140550;A;27;0;;3.5293;0.41127;0.19018;AZUL;1175;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;140550;A;27;0;;3.5293;0.41127;0.19018;AZUL;1055;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
65;CH;141104;A;13;0;;3.50089;0.56073;0.15911;AZUL;1191;;0;2022;Questão 65 - Texto extraído da Prova Oficial.
65;CH;141104;A;13;0;;3.50089;0.56073;0.15911;AZUL;1191;;0;2022;Questão 65 - Texto extraído da Prova Oficial.
65;CH;141104;A;13;0;;3.50089;0.56073;0.15911;AZUL;1191;;0;2022;Questão 65 - Texto extraído da Prova Oficial.
141;MT;85400;D;12;0;;3.49043;1.96538;0.29314;AZUL;1155;;0;2022;Questão 141 - Texto extraído da Prova Oficial.
141;MT;85400;D;12;0;;3.49043;1.96538;0.29314;AZUL;1115;;0;2022;Questão 141 - Texto extraído da Prova Oficial.
141;MT;85400;D;12;0;;3.49043;1.96538;0.29314;AZUL;1115;;0;2022;Questão 141 - Texto extraído da Prova Oficial.
141;MT;85400;D;12;0;;3.49043;1.96538;0.29314;AZUL;1115;;0;2022;Questão 141 - Texto extraído da Prova Oficial.
141;MT;85400;D;12;0;;3.49043;1.96538;0.29314;AZUL;1155;;0;2022;Questão 141 - Texto extraído da Prova Oficial.
141;MT;85400;D;12;0;;3.49043;1.96538;0.29314;AZUL;1155;;0;2022;Questão 141 - Texto extraído da Prova Oficial.
67;CH;141148;D;10;0;;3.48759;0.79822;0.18644;AZUL;1055;;0;2022;Questão 67 - Texto extraído da Prova Oficial.
67;CH;141148;D;10;0;;3.48759;0.79822;0.18644;AZUL;1175;;0;2022;Questão 67 - Texto extraído da Prova Oficial.
67;CH;141148;D;10;0;;3.48759;0.79822;0.18644;AZUL;1055;;0;2022;Questão 67 - Texto extraído da Prova Oficial.
67;CH;141148;D;10;0;;3.48759;0.79822;0.18644;AZUL;1175;;0;2022;Questão 67 - Texto extraído da Prova Oficial.
67;CH;141148;D;10;0;;3.48759;0.79822;0.18644;AZUL;1055;;0;2022;Questão 67 - Texto extraído da Prova Oficial.
67;CH;141148;D;10;0;;3.48759;0.79822;0.18644;AZUL;1175;;0;2022;Questão 67 - Texto extraído da Prova Oficial.
127;CN;111431;E;9;0;;3.48192;1.70426;0.15448;AZUL;1085;;0;2022;Questão 127 - Texto extraído da Prova Oficial.
127;CN;111431;E;9;0;;3.48192;1.70426;0.15448;AZUL;1187;;0;2022;Questão 127 - Texto extraído da Prova Oficial.
127;CN;111431;E;9;0;;3.48192;1.70426;0.15448;AZUL;1085;;0;2022;Questão 127 - Texto extraído da Prova Oficial.
127;CN;111431;E;9;0;;3.48192;1.70426;0.15448;AZUL;1085;;0;2022;Questão 127 - Texto extraído da Prova Oficial.
127;CN;111431;E;9;0;;3.48192;1.70426;0.15448;AZUL;1187;;0;2022;Questão 127 - Texto extraído da Prova Oficial.
127;CN;111431;E;9;0;;3.48192;1.70426;0.15448;AZUL;1187;;0;2022;Questão 127 - Texto extraído da Prova Oficial.
38;LC;120368;B;12;0;;3.46434;2.20555;0.0675;AZUL;1179;;0;2022;Questão 38 - Texto extraído da Prova Oficial.
38;LC;120368;B;12;0;;3.46434;2.20555;0.0675;AZUL;1065;;0;2022;Questão 38 - Texto extraído da Prova Oficial.
38;LC;120368;B;12;0;;3.46434;2.20555;0.0675;AZUL;1179;;0;2022;Questão 38 - Texto extraído da Prova Oficial.
38;LC;120368;B;12;0;;3.46434;2.20555;0.0675;AZUL;1179;;0;2022;Questão 38 - Texto extraído da Prova Oficial.
38;LC;120368;B;12;0;;3.46434;2.20555;0.0675;AZUL;1065;;0;2022;Questão 38 - Texto extraído da Prova Oficial.
38;LC;120368;B;12;0;;3.46434;2.20555;0.0675;AZUL;1065;;0;2022;Questão 38 - Texto extraído da Prova Oficial.
123;CN;68024;D;25;0;;3.42533;1.55348;0.21628;AZUL;1125;;0;2022;Questão 123 - Texto extraído da Prova Oficial.
123;CN;68024;D;25;0;;3.42533;1.55348;0.21628;AZUL;1165;;0;2022;Questão 123 - Texto extraído da Prova Oficial.
123;CN;68024;D;25;0;;3.42533;1.55348;0.21628;AZUL;1165;;0;2022;Questão 123 - Texto extraído da Prova Oficial.
123;CN;68024;D;25;0;;3.42533;1.55348;0.21628;AZUL;1165;;0;2022;Questão 123 - Texto extraído da Prova Oficial.
123;CN;68024;D;25;0;;3.42533;1.55348;0.21628;AZUL;1125;;0;2022;Questão 123 - Texto extraído da Prova Oficial.
123;CN;68024;D;25;0;;3.42533;1.55348;0.21628;AZUL;1125;;0;2022;Questão 123 - Texto extraído da Prova Oficial.
72;CH;141384;D;18;0;;3.39376;1.05605;0.15958;AZUL;1175;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;141384;D;18;0;;3.39376;1.05605;0.15958;AZUL;1055;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;141384;D;18;0;;3.39376;1.05605;0.15958;AZUL;1055;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;141384;D;18;0;;3.39376;1.05605;0.15958;AZUL;1175;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;141384;D;18;0;;3.39376;1.05605;0.15958;AZUL;1175;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;141384;D;18;0;;3.39376;1.05605;0.15958;AZUL;1055;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
50;CH;141106;E;5;0;;3.29734;1.19128;0.15604;AZUL;1191;;0;2022;Questão 50 - Texto extraído da Prova Oficial.
50;CH;141106;E;5;0;;3.29734;1.19128;0.15604;AZUL;1191;;0;2022;Questão 50 - Texto extraído da Prova Oficial.
50;CH;141106;E;5;0;;3.29734;1.19128;0.15604;AZUL;1191;;0;2022;Questão 50 - Texto extraído da Prova Oficial.
95;CN;111558;D;21;0;;3.29206;1.65709;0.14008;AZUL;1187;;0;2022;Questão 95 - Texto extraído da Prova Oficial.
95;CN;111558;D;21;0;;3.29206;1.65709;0.14008;AZUL;1085;;0;2022;Questão 95 - Texto extraído da Prova Oficial.
95;CN;111558;D;21;0;;3.29206;1.65709;0.14008;AZUL;1085;;0;2022;Questão 95 - Texto extraído da Prova Oficial.
95;CN;111558;D;21;0;;3.29206;1.65709;0.14008;AZUL;1085;;0;2022;Questão 95 - Texto extraído da Prova Oficial.
95;CN;111558;D;21;0;;3.29206;1.65709;0.14008;AZUL;1187;;0;2022;Questão 95 - Texto extraído da Prova Oficial.
95;CN;111558;D;21;0;;3.29206;1.65709;0.14008;AZUL;1187;;0;2022;Questão 95 - Texto extraído da Prova Oficial.
11;LC;141280;D;12;0;;3.28514;0.58616;0.15868;AZUL;1145;;0;2022;Questão 11 - Texto extraído da Prova Oficial.
11;LC;141280;D;12;0;;3.28514;0.58616;0.15868;AZUL;1105;;0;2022;Questão 11 - Texto extraído da Prova Oficial.
11;LC;141280;D;12;0;;3.28514;0.58616;0.15868;AZUL;1105;;0;2022;Questão 11 - Texto extraído da Prova Oficial.
11;LC;141280;D;12;0;;3.28514;0.58616;0.15868;AZUL;1145;;0;2022;Questão 11 - Texto extraído da Prova Oficial.
11;LC;141280;D;12;0;;3.28514;0.58616;0.15868;AZUL;1105;;0;2022;Questão 11 - Texto extraído da Prova Oficial.
11;LC;141280;D;12;0;;3.28514;0.58616;0.15868;AZUL;1145;;0;2022;Questão 11 - Texto extraído da Prova Oficial.
176;MT;141536;B;30;0;;3.27635;1.41878;0.14055;AZUL;1115;;0;2022;Questão 176 - Texto extraído da Prova Oficial.
176;MT;141536;B;30;0;;3.27635;1.41878;0.14055;AZUL;1155;;0;2022;Questão 176 - Texto extraído da Prova Oficial.
176;MT;141536;B;30;0;;3.27635;1.41878;0.14055;AZUL;1155;;0;2022;Questão 176 - Texto extraído da Prova Oficial.
176;MT;141536;B;30;0;;3.27635;1.41878;0.14055;AZUL;1115;;0;2022;Questão 176 - Texto extraído da Prova Oficial.
176;MT;141536;B;30;0;;3.27635;1.41878;0.14055;AZUL;1115;;0;2022;Questão 176 - Texto extraído da Prova Oficial.
176;MT;141536;B;30;0;;3.27635;1.41878;0.14055;AZUL;1155;;0;2022;Questão 176 - Texto extraído da Prova Oficial.
79;CH;140448;A;17;0;;3.25322;0.38837;0.2039;AZUL;1135;;0;2022;Questão 79 - Texto extraído da Prova Oficial.
79;CH;140448;A;17;0;;3.25322;0.38837;0.2039;AZUL;1135;;0;2022;Questão 79 - Texto extraído da Prova Oficial.
79;CH;140448;A;17;0;;3.25322;0.38837;0.2039;AZUL;1095;;0;2022;Questão 79 - Texto extraído da Prova Oficial.
79;CH;140448;A;17;0;;3.25322;0.38837;0.2039;AZUL;1135;;0;2022;Questão 79 - Texto extraído da Prova Oficial.
79;CH;140448;A;17;0;;3.25322;0.38837;0.2039;AZUL;1095;;0;2022;Questão 79 - Texto extraído da Prova Oficial.
79;CH;140448;A;17;0;;3.25322;0.38837;0.2039;AZUL;1095;;0;2022;Questão 79 - Texto extraído da Prova Oficial.
128;CN;111613;A;2;0;;3.25053;1.20513;0.08404;AZUL;1187;;0;2022;Questão 128 - Texto extraído da Prova Oficial.
128;CN;111613;A;2;0;;3.25053;1.20513;0.08404;AZUL;1085;;0;2022;Questão 128 - Texto extraído da Prova Oficial.
128;CN;111613;A;2;0;;3.25053;1.20513;0.08404;AZUL;1085;;0;2022;Questão 128 - Texto extraído da Prova Oficial.
128;CN;111613;A;2;0;;3.25053;1.20513;0.08404;AZUL;1187;;0;2022;Questão 128 - Texto extraído da Prova Oficial.
128;CN;111613;A;2;0;;3.25053;1.20513;0.08404;AZUL;1085;;0;2022;Questão 128 - Texto extraído da Prova Oficial.
128;CN;111613;A;2;0;;3.25053;1.20513;0.08404;AZUL;1187;;0;2022;Questão 128 - Texto extraído da Prova Oficial.
77;CH;141120;E;12;0;;3.22378;0.16145;0.19911;AZUL;1135;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;141120;E;12;0;;3.22378;0.16145;0.19911;AZUL;1135;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;141120;E;12;0;;3.22378;0.16145;0.19911;AZUL;1095;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;141120;E;12;0;;3.22378;0.16145;0.19911;AZUL;1095;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;141120;E;12;0;;3.22378;0.16145;0.19911;AZUL;1095;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
77;CH;141120;E;12;0;;3.22378;0.16145;0.19911;AZUL;1135;;0;2022;Questão 77 - Texto extraído da Prova Oficial.
89;CH;141142;D;30;0;;3.20901;-0.05645;0.29486;AZUL;1191;;0;2022;Questão 89 - Texto extraído da Prova Oficial.
89;CH;141142;D;30;0;;3.20901;-0.05645;0.29486;AZUL;1191;;0;2022;Questão 89 - Texto extraído da Prova Oficial.
89;CH;141142;D;30;0;;3.20901;-0.05645;0.29486;AZUL;1191;;0;2022;Questão 89 - Texto extraído da Prova Oficial.
61;CH;141030;E;16;0;;3.15825;0.30776;0.14196;AZUL;1055;;0;2022;Questão 61 - Texto extraído da Prova Oficial.
61;CH;141030;E;16;0;;3.15825;0.30776;0.14196;AZUL;1055;;0;2022;Questão 61 - Texto extraído da Prova Oficial.
61;CH;141030;E;16;0;;3.15825;0.30776;0.14196;AZUL;1175;;0;2022;Questão 61 - Texto extraído da Prova Oficial.
61;CH;141030;E;16;0;;3.15825;0.30776;0.14196;AZUL;1055;;0;2022;Questão 61 - Texto extraído da Prova Oficial.
61;CH;141030;E;16;0;;3.15825;0.30776;0.14196;AZUL;1175;;0;2022;Questão 61 - Texto extraído da Prova Oficial.
61;CH;141030;E;16;0;;3.15825;0.30776;0.14196;AZUL;1175;;0;2022;Questão 61 - Texto extraído da Prova Oficial.
72;CH;140524;B;2;0;;3.14882;0.15644;0.1973;AZUL;1095;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;140524;B;2;0;;3.14882;0.15644;0.1973;AZUL;1135;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;140524;B;2;0;;3.14882;0.15644;0.1973;AZUL;1095;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;140524;B;2;0;;3.14882;0.15644;0.1973;AZUL;1135;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;140524;B;2;0;;3.14882;0.15644;0.1973;AZUL;1095;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
72;CH;140524;B;2;0;;3.14882;0.15644;0.1973;AZUL;1135;;0;2022;Questão 72 - Texto extraído da Prova Oficial.
161;MT;28683;A;11;0;;3.13149;2.33341;0.21903;AZUL;1075;;0;2022;Questão 161 - Texto extraído da Prova Oficial.
161;MT;28683;A;11;0;;3.13149;2.33341;0.21903;AZUL;1183;;0;2022;Questão 161 - Texto extraído da Prova Oficial.
161;MT;28683;A;11;0;;3.13149;2.33341;0.21903;AZUL;1075;;0;2022;Questão 161 - Texto extraído da Prova Oficial.
161;MT;28683;A;11;0;;3.13149;2.33341;0.21903;AZUL;1075;;0;2022;Questão 161 - Texto extraído da Prova Oficial.
161;MT;28683;A;11;0;;3.13149;2.33341;0.21903;AZUL;1183;;0;2022;Questão 161 - Texto extraído da Prova Oficial.
161;MT;28683;A;11;0;;3.13149;2.33341;0.21903;AZUL;1183;;0;2022;Questão 161 - Texto extraído da Prova Oficial.
98;CN;96553;C;13;0;;3.12774;0.99373;0.17247;AZUL;1165;;0;2022;Questão 98 - Texto extraído da Prova Oficial.
98;CN;96553;C;13;0;;3.12774;0.99373;0.17247;AZUL;1165;;0;2022;Questão 98 - Texto extraído da Prova Oficial.
98;CN;96553;C;13;0;;3.12774;0.99373;0.17247;AZUL;1125;;0;2022;Questão 98 - Texto extraído da Prova Oficial.
98;CN;96553;C;13;0;;3.12774;0.99373;0.17247;AZUL;1125;;0;2022;Questão 98 - Texto extraído da Prova Oficial.
98;CN;96553;C;13;0;;3.12774;0.99373;0.17247;AZUL;1125;;0;2022;Questão 98 - Texto extraído da Prova Oficial.
98;CN;96553;C;13;0;;3.12774;0.99373;0.17247;AZUL;1165;;0;2022;Questão 98 - Texto extraído da Prova Oficial.
163;MT;32369;D;30;0;;3.12341;2.40384;0.16659;AZUL;1183;;0;2022;Questão 163 - Texto extraído da Prova Oficial.
163;MT;32369;D;30;0;;3.12341;2.40384;0.16659;AZUL;1075;;0;2022;Questão 163 - Texto extraído da Prova Oficial.
163;MT;32369;D;30;0;;3.12341;2.40384;0.16659;AZUL;1183;;0;2022;Questão 163 - Texto extraído da Prova Oficial.
163;MT;32369;D;30;0;;3.12341;2.40384;0.16659;AZUL;1075;;0;2022;Questão 163 - Texto extraído da Prova Oficial.
163;MT;32369;D;30;0;;3.12341;2.40384;0.16659;AZUL;1075;;0;2022;Questão 163 - Texto extraído da Prova Oficial.
163;MT;32369;D;30;0;;3.12341;2.40384;0.16659;AZUL;1183;;0;2022;Questão 163 - Texto extraído da Prova Oficial.
78;CH;140430;A;27;0;;3.07524;1.19358;0.14876;AZUL;1191;;0;2022;Questão 78 - Texto extraído da Prova Oficial.
78;CH;140430;A;27;0;;3.07524;1.19358;0.14876;AZUL;1191;;0;2022;Questão 78 - Texto extraído da Prova Oficial.
